id,pref,age,gender,FA
20356,愛知県,69,男性,これからも全国を紹介して下さい。
20357,愛知県,65,女性,文字を大きくして下さい
20358,福岡県,76,男性,全国の大きなお祭りから小さな田舎の祭りの説明とそのカレンダーを編集してください。
20359,京都府,70,男性,各地の美術館、博物館を紹介するページをお願いします
20360,神奈川県,76,男性,城跡、神宮の説明
20361,青森県,69,女性,毎回、プレゼントが楽しみです。
20362,兵庫県,74,男性,コロナ禍で皆さんに行動制限が求められる中、貴誌の情報は大変貴重で旅の企画立案の手掛かりとして居ります。
20363,東京都,72,女性,ピンポイントでさほど有名でない穴場的な個所の紹介があればうれしい
20364,奈良県,82,女性,何時も興味深く楽しく拝見しています。
20365,鹿児島県,68,男性,いつも楽しく読ませて頂いてます
20366,宮城県,71,男性,駅間を歩く、旧街道を歩くといったウォーキングに関する記事を希望します。
20367,埼玉県,81,男性,経理の為にここ１年間の特集記事を記載してください
20368,千葉県,69,男性,特にありません
20369,埼玉県,74,男性,全国のローカル線の情報(食・仏閣等）を増やしてほしい
20370,秋田県,70,男性,記事のボリュームは適量で、内容も分かりやすく読みやすいので、最後まで読むことができる。
20371,滋賀県,70,男性,コロナ過で、ド声も
20372,愛知県,60,女性,毎号楽しみな内容が多岐にわたりとても嬉しいです。
20373,東京都,66,女性,別になし
20374,埼玉県,80,女性,関東地方の観光地記事を載せてください。
20375,埼玉県,84,男性,渋沢栄一に関する保存の建築物
20376,東京都,74,男性,毎号隅まで読んでいます.
20377,愛知県,80,男性,毎号楽しみに読ませて頂いています
20378,東京都,70,男性,毎回楽しみに拝見させていただいています。ジュパング倶楽部ならではの企画にとても感心しています。タイムリーな内容をこれからも続けてください。
20379,新潟県,66,女性,特にありません
20380,千葉県,65,男性,テーマは、今回の古墳のように行ってみたいと思わせる記事を望みます。
20381,静岡県,69,男性,地域名産
20382,千葉県,74,女性,ジパング倶楽部のパッケージツアーの記事を希望します
20383,兵庫県,58,女性,１人旅を企画して欲しい
20384,大阪府,80,男性,最長日帰り旅どこまで行ける
20385,神奈川県,77,女性,いつも楽しみにして見ています。
20386,宮城県,67,女性,読みやすくて、楽しいです　早く出かけたいです
20387,新潟県,74,男性,コロナか、誌が代行してくれています。一層の誌作りを??
20388,群馬県,67,女性,波の伊八特集を希望します。
20389,千葉県,77,男性,毎月楽しく読んでいます。
20390,東京都,71,女性,特にありません.
20391,京都府,71,女性,旅の楽しみが広がり　役立っています
20392,愛媛県,72,女性,いつも楽しみにしています。
20393,京都府,70,無回答,古代探訪が面白かったです。
20394,新潟県,71,男性,プレゼント企画は5本以上あったほうが良い。
20395,滋賀県,67,女性,今月号は内容が楽しかったです
20396,大阪府,70,女性,応募しようとすると、なかなかの集中力と根気が必要です。頭を使うので活性化に繋がるかなと思いつつ頁を繰ります。
20397,福岡県,72,男性,特になし
20398,神奈川県,70,男性,コロナ禍でなかなかいけないので、旅情報が一番興味深い
20399,埼玉県,66,男性,今後とも、全国の地域の話題を情報として掲載してください。
20400,東京都,70,女性,今月のテーマ特集、エリア特集どちらも面白かったです
20401,埼玉県,70,男性,テーマ特集は楽しみにしています
20402,富山県,77,女性,毎月楽しみにしてます
20403,福岡県,74,男性,日本のサークルストン（木）の特集を
20404,岡山県,68,女性,いちも楽しく拝読しています。テーマ特集は毎回、興味深いです。
20405,新潟県,79,男性,旅に出れないので旅の情報を楽しんでみています
20406,新潟県,77,女性,新潟県内も縄文土器の国宝が有ります
20407,新潟県,77,女性,新潟県内も縄文土器の国宝が有ります
20408,埼玉県,74,女性,いつもt旅の参考にさせてもらっています。
20409,埼玉県,80,男性,いつも楽しく読ませてもらっています。
20410,千葉県,83,男性,旅日記
20411,千葉県,72,男性,古代ふしぎ探訪をシリ-ズ企画化し、日本全国を紹介してほしい。
20412,神奈川県,82,男性,特にありません。現在の編集方針で進めて下さい。
20413,新潟県,77,女性,新潟県内も縄文土器の国宝が有ります
20414,群馬県,76,女性,特になし友人といつまで会員でいられるか話したりします。
20415,秋田県,78,男性,今まで通り、観光情報を期待しています。
20416,神奈川県,68,男性,首都圏近場日帰り観光情報
20417,北海道,73,男性,会員コーナーをテーマ別ではなく、自由に投稿できるコーナーにしてほしい
20418,青森県,72,男性,今のままで十分
20419,神奈川県,79,男性,後期高齢者が楽しめる温泉旅
20420,静岡県,72,男性,北東北の遺跡群の特集みたいなものが読みたいです。
20421,埼玉県,86,男性,行き方、宿等情報をモット
20422,愛知県,65,女性,毎月楽しみに見ています。早く出かけたいです。
20423,東京都,66,女性,パズルは楽しみにしてる
20424,静岡県,68,男性,いろんな旅・宿泊場所の記事内容をもっと膨らませたら良いと思う。
20425,東京都,78,男性,観光ポイントの地図をもう少し詳細にしてほしい。
20426,東京都,73,男性,旅の情報はいつも大変参考になります
20427,神奈川県,68,男性,ホームページは見ないです。
20428,愛知県,81,男性,京都南禅寺の水路閣
20429,茨城県,80,女性,特にありませんが、コロナ禍で旅に出れませんので、本誌を楽しみにしてます。楽しい記事を待ってます。
20430,神奈川県,73,男性,特にありません。
20431,宮城県,66,女性,コロナ禍の現在、御誌を活用出来ないのが残念です。楽しみはクロスワードパズルだけです。
20432,岐阜県,75,男性,ジパング?楽部を隅から隅まで読み返しています。今月は古代、興味が注がれました。知らないことばかりでした。私の住んでいる岐阜県にも「金山巨石群」があっ
